8/6p1/5pk1/4p3/3pP1KP/PQ6/5P2/6r1 w - - 1 37|a1g1|Rg1+|g4f3
r4rk1/pb2qppp/1p6/3p4/4nN2/4B2P/PPP2PP1/R2Q1RK1 w - - 0 18|b4e7|Qxe7|f1e1
8/8/6k1/2P1Qp1p/8/6P1/K6P/2B5 b - - 8 56|g5c1|Bc1|f5f4
r1b1k1nr/ppp2ppp/2p2q2/2b5/4P3/5Q2/PPP2PPP/RNB1KB1R w KQkq - 0 7|d7c6|dxc6|b1c3
6k1/pp4Bp/6pP/2p2P2/2Pnn3/1P6/P3r3/1K3R2 b - - 0 31|f4f5|f5|g6f5
4r3/1pp5/p2p4/6kP/2P1b1P1/1P4K1/P3p3/2R1N3 w - - 0 36|f6g5|Kxg5|c1c3
r2qkb1r/ppp1pppp/2n2n2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq - 3 6|c8g4|Bg4|b1c3
8/3R2p1/5pkp/P1B5/1P6/6P1/r4P1P/6K1 b - - 4 33|d1d7|Rd7|a2a1
r2qr1k1/pppnn1pp/3b1pb1/3P4/6PP/2N1B3/PPP1QP2/2KR1BNR w - - 2 12|f8e8|Re8|f2f4
5rk1/pp3pp1/8/7p/1PB1p1r1/3PBK2/1PP1R1P1/R5Nq w - - 0 27|e5e4|e4+|d3e4
rnbqkb1r/1pp2ppn/p2pp2p/8/3PP1P1/2N2N1P/PPP2P2/R1BQKB1R w KQkq - 1 7|f6h7|Nh7|h3h4
r7/1R1nkP1N/4p1pP/p2p4/3Pn3/2p1P3/P6R/5K2 w - - 0 33|c4c3|c3|f7f8q
3r2k1/p5pp/1q1rp3/2p1p3/P5Q1/1P2P3/5PPP/1R3RK1 b - - 3 26|c1b1|Rb1|g8f7
k4r2/3Q4/p7/2P2P2/3Pp3/P4b2/2P4P/6K1 w - - 7 50|a7a8|Ka8|d7d5
r4rk1/p3q1pp/2n1P3/8/3Bp3/P6P/R4PP1/Q3K2R b K - 0 23|c3d4|Bxd4|c6d4
r2qr1k1/pb3pb1/1ppp1npp/2nPp3/2P1P3/2N1BNP1/PPQ2PBP/R3R1K1 w - - 0 14|c7c6|c6|b2b4
rn2kb1r/ppp2ppp/1q6/4p3/2P5/3P1Q1P/PP1B1PP1/R3KB1R b KQkq - 0 10|d1f3|Qxf3|f8c5
3n4/2p1kp2/pr6/2nK4/8/3p4/8/2b4r b - - 1 41|e5d5|Kd5|d3d2
rnbqkbnr/pp2pp1p/2pp2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4|g7g6|g6|g1f3
r2q1rk1/1ppnnbbp/p2p2p1/3P1p2/1PP1p3/P1N1P3/1BQNBPPP/R3K2R w KQ - 1 15|e6f7|Bf7|d2b3
rnbqk1nr/ppp2ppp/3p4/2b1p3/1PP5/P3P3/3P1PPP/RNBQKBNR b KQkq - 0 4|b2b4|b4|c5b6
1r6/p1p2p1k/1pqp1bpB/8/2P5/6P1/PP3P1P/2Q1K3 b - - 0 26|f1e1|Kxe1|c6e4
r1bq1rk1/ppp2p1p/2n5/3pP1p1/3P1p2/2PB1N2/P1P3PP/R1BQK2R b KQ - 1 11|c4d3|Bd3|c8g4
r1bqk2r/pp2bppp/2nppn2/2p3N1/2B1P3/2NP1Q2/PPP2PPP/R1B1K2R b KQkq - 2 7|b1c3|Nc3|c6e5
rnb1kbnr/ppp1pppp/8/3q4/2P5/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3|c2c4|c4|d5d8
8/4kppp/p7/1p6/4P3/1n2P2P/2NK2P1/8 w - - 0 34|c1b3|Nxb3+|d2c3
r1bqkbnr/pp3ppp/2npp3/8/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 7|e7e6|e6|e1g1
r4rk1/1p2ppbp/1qb3p1/p1N1P3/1P6/P2PnN2/2P3PP/R2Q1RK1 w - - 0 16|d5e3|Nxe3|d1d2
1rb2rk1/pp2nqb1/3p1p2/1N3p1p/1PPP2p1/P3P2P/3NBPP1/2RQ1RK1 b - - 2 17|c7b5|Nb5|f7e6
8/2P5/2k2p2/P7/1P3BB1/8/5PPP/6K1 w - - 3 46|d7c6|Kc6|c7c8q
r5k1/pp4p1/2n3qp/5R2/3PQ3/2P4P/PP2KP2/R7 b - - 0 24|f3e4|Qxe4|a8e8
rn1qk2r/ppp2ppp/8/2bPp2n/2B3b1/2N2N2/PPPPQPPP/R1B2RK1 w kq - 1 8|f6h5|Nh5|e2e5
8/p5p1/1p3b2/8/1P2b1k1/P2NB3/5K2/3R4 w - - 0 36|g5g4|Kxg4|f2e2
rnbqkb1r/pp2pp1p/2p2np1/3p4/3P4/5NB1/PPP1PPPP/RN1QKB1R w KQkq - 0 5|g7g6|g6|e2e3
7k/1p4p1/7p/p2p4/7B/7P/P5P1/2R4K b - - 1 35|d8h4|Bh4|h8h7
r2qk2r/pp5p/2p1p1pb/3pPn2/3P2P1/2PB1Q2/PP5P/RNB2RK1 b kq - 0 14|g3g4|g4|h6c1
rr4k1/2q2ppp/3bpn2/3pN3/1npP1PP1/2B1PN2/1P2Q2P/4RRK1 b - - 0 19|g2g4|g4|f6e4
r1b2rk1/ppp2ppp/2nq4/3n4/5P2/5N2/PPP1Q1PP/R1B1KB1R w KQ - 0 12|e7d6|Qxd6|f3e5
1r4k1/3p1pp1/r1p2q1p/1p6/p1n1PPP1/P1N1Q2P/1PP5/2KR1R2 w - - 1 24|e5c4|Nc4|e3e2
r1b1q1k1/ppp2ppp/5b2/5n2/2Pp2P1/1P6/PNQP1PKP/RBB1r2R b - - 2 16|f1g2|Kg2|f5h4
2r3k1/1p3ppp/3qp3/1P1p1n2/2rP1N2/2n2B1P/2Q2PP1/2R1R1K1 b - - 1 27|a2c2|Qc2|c3e4
rn1qk1nr/pbpp1ppp/1p2p3/8/2P1P3/2N3P1/PP1P1P1P/R1BQKB1R b KQkq - 0 6|e2c3|Nxc3|d8e7
rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3|b1c3|Nc3|d5d8
r1q1k2r/pppn1ppp/5b2/3PpQ2/2B5/8/PPP2PPP/3R1RK1 b kq - 3 13|e1g1|O-O|d7b6
r2q1rk1/1b2bppp/pp1ppn2/8/3BPP2/2N3P1/PPP3BP/R2Q1RK1 w - - 1 13|c8b7|Bb7|e4e5
r3kb1r/ppp1pppp/2n5/3q4/6b1/5N2/PPPPBPPP/R1BQK2R w KQkq - 4 7|b8c6|Nc6|d2d3
r3nrk1/2p1b1pp/p7/1p1qn3/3P4/2P5/PP3PPP/R1BQR1K1 w - - 0 20|c6e5|Nxe5|e1e5
8/p2p1pk1/1pb2rp1/8/2P5/4K1R1/PP6/6R1 w - - 8 33|f5f6|Rf6|g3g6
rn1qkb1r/1p3ppp/p3pn2/2pp3P/3P1B1P/2N1PP2/PPP5/R2QKBNR b KQkq - 0 8|g4h5|gxh5|c5d4
r2qk1nr/ppp2pp1/1bnp4/4p3/3PP1b1/2P3P1/PP1NN1BP/R1BQ1RK1 w kq - 1 10|c8g4|Bg4|g2f3
7r/6k1/3p1r1p/2p1pPp1/PpPnP1P1/1P4KR/8/3B3R w - - 6 46|e8h8|Rh8|h3h5
rnbqkbnr/pp2pppp/2p5/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3|e4d5|exd5|c6d5
r1b1kb1r/ppppq1pp/5n2/5P2/2Bnp3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 7 8|e2d1|Qd1|c7c6
r1bqkbnr/ppp2ppp/2n5/4P3/2Pp4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 5|a2a3|a3|c8f5
r3kb1r/2p2ppp/8/1p2p3/p7/P1PP2Nq/1P2QP2/R1B2RK1 w kq - 0 16|d7h3|Qxh3|e2e5
6Q1/pkp5/3q1b2/3ppp2/N2P4/2P1B3/PP4P1/RN3RK1 w - - 4 39|c8b7|Kb7|f1f5
rn2kb1r/ppp1qppp/8/8/6n1/1B1P1N2/PPP2KP1/RN1Q3R w kq - 0 11|f6g4|Nxg4+|f2f1
r1bq1b1r/2pkp3/p1n2n1p/1p3Q2/3PpB2/1BP5/PP1N1PPP/R3K1NR b KQ - 0 12|h5f5|Qxf5+|e7e6
r1bqk1nr/ppp2ppp/2n2b2/3p4/3P4/4P1P1/PP2NPBP/RNBQ1RK1 b kq - 0 8|d2d4|d4|g8e7
8/8/r4rp1/2p1kp2/4p2P/PRK1P3/5PP1/3R4 w - - 7 41|c6a6|Ra6|d1d5
2k1R3/7p/2N2Br1/8/8/P2P4/1PP4P/2K5 b - - 4 33|e7e8|Re8+|c8b7
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/4P1P1/PPPPNPBP/RNBQK2R w KQkq - 0 5|e7e5|e5|d2d4
rnbqkbnr/ppp2ppp/4p3/3p4/8/4P1P1/PPPPNP1P/RNBQKB1R b KQkq - 0 3|g2g3|g3|g8f6
r2qk2r/p1p2p1p/3pp1p1/3b4/3P1B2/7P/PPP2PP1/2RQ1RK1 w kq - 0 14|b7d5|Bxd5|c2c4
r1b2rk1/ppppqpp1/7p/2b1n3/4P2N/1B4P1/PPPN3P/R2Q1R1K b - - 3 16|g1h1|Kh1|d7d6
2rr2k1/5ppp/p1n1p3/1p6/5b2/1P3BPP/PP3P2/1K2R3 b - - 0 22|g2g3|g3|f4b8
2r3k1/3bb2p/1p2p3/1p1pPpp1/1P3P2/P5KP/2r3P1/R2R4 w - - 0 27|g7g5|g5|f4g5
8/2p5/2pkp3/p3B2R/8/2P4P/6PK/r7 b - - 1 35|d4e5|Be5+|d6d5
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4|e7e6|e6|f1g2
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4|f8g7|Bg7|g1f3
8/1p6/p1bN1k2/2P2pp1/7p/4PP1K/8/8 w - - 0 38|h5h4|h4|h3g2
r2qkb1r/ppp1pppp/2np1n2/8/3PP3/2N2Q2/PPP2PPP/R1B1KB1R w KQkq - 1 6|b8c6|Nc6|c1e3
rn3rk1/p4ppp/1pp1p3/3pP3/3P2P1/2NQ1P2/PPPK1q1P/R6R w - - 3 15|h4f2|Qf2+|d3e2
r1bqkbnr/1p1p1ppp/p1n1p3/2pP4/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5|d4d5|d5|c6e7
r3r1k1/p1q2pb1/3pbnp1/3pp1P1/2p5/P1N2P2/BPPBQ3/R2K3R b - - 0 22|g4g5|g5|f6h5
rnbqkbnr/1p1p1ppp/p3p3/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5|c5d4|cxd4|f3d4
2kr1b1r/ppp1p2p/6p1/5p2/P2Pn3/2P1BB2/1P3P1P/2KR2R1 w - - 0 18|g7g6|g6|c1c2
8/pp1k4/3b3p/5K2/7P/1P6/8/8 b - - 2 51|e4f5|Kf5|d7c6
6r1/2rk1p2/4p3/3p1p2/P5Pp/2P2P2/2PK3P/RR6 w - - 0 24|f6f5|f5|h2h3
r3k2r/p1p2ppp/1p2p3/4P3/2p1n3/B7/P1P1KPPP/3R3R w kq - 1 16|c5e4|Ne4|f2f3
r3r3/4Qpp1/7p/pkp1B3/R7/1P6/2P2PPP/6K1 w - - 2 29|h8e8|Rhe8|e7d7
r4rk1/pp2ppbp/6p1/3pP3/6n1/PP1B3q/1BPN1P2/R2Q1RK1 w - - 1 15|f6g4|Ng4|d2f3
r3rk2/p4pp1/2pn1n2/4Q1N1/8/2P3N1/PP3PPP/R3R1K1 w - - 1 24|d8e8|Re8|e5d6
rnbqkbnB/pp1p1p2/4p2p/2p3p1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQq - 0 5|e5h8|Bxh8|f7f6
rnbq1rk1/ppp2ppp/6n1/3p4/3P4/3BPN2/PP1N1PPP/R2Q1RK1 b - - 1 10|e1g1|O-O|c8e6
r3k2r/pp5p/3b2p1/8/3P2Pq/4Bb2/PPP4P/R2QKR2 w Qkq - 2 18|f6h4|Qh4+|e3f2
2kr4/pq2n3/2pp3p/p3P1p1/2PR4/4Q1P1/PP3rBP/7K b - - 2 28|b3e3|Qe3|f2b2
r2qkb1r/ppp1pppp/8/3Pn3/2P1b3/8/PP2Q1PP/R1B1KBNR b KQkq - 1 9|d1e2|Qe2|f7f5
rnb1k1nr/ppp2ppp/3bp3/4q3/6Q1/3P4/PPP1BPPP/RNB1K1NR b KQkq - 6 7|f1e2|Be2|g8h6
rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3|e2e3|e3|b8c6
2r5/5pp1/PkNrpn2/1P5p/3P3P/3K1P2/5P2/R1R5 w - - 1 31|b7b6|Kb6|a6a7
5r1k/ppq1rpp1/1np5/3nPB1P/P4P1N/2N4P/1P4K1/R1Q2R2 b - - 0 26|c2c1|Qxc1|b6c4
r3k2r/pppq1p2/2n1bp1p/3p4/8/2PP2P1/PP2B1PP/RN1Q1RK1 w kq - 0 13|g7f6|gxf6|f1f6
r1bqk1nr/pp3ppp/2n5/3pN3/1b1P4/2N5/PP3PPP/R1BQKB1R b KQkq - 3 8|f3e5|Ne5|g8e7
rnbq1rk1/pp2ppbp/6p1/2p1P3/5P2/2PB1N2/P1P3PP/R1BQ1RK1 b - - 0 10|b2c3|bxc3|b8c6
r3k2r/ppp2pp1/2n4p/2bq1b2/5B2/3P1N1P/PPPQ2P1/R3KB1R w KQkq - 2 11|c8f5|Bf5|a2a3
r3kb1r/p1q1ppp1/3p3p/2pb4/4N3/5N2/PPQB1PPP/R3R1K1 b kq - 1 15|g5f3|Nf3|e7e6
6k1/5pp1/3Pn3/8/3QP1K1/q5N1/1pr5/1R6 w - - 1 40|g5e6|Ne6|d6d7
2k5/pp6/2p5/2q5/P1P2b2/KP6/8/8 w - - 2 40|d4c5|Qc5+|a3a2
8/7p/1p4p1/pKp2p2/5k2/P1P2P1P/1P4P1/8 w - - 4 39|e5f4|Kf4|b5b6
rn1qk2r/pp3ppp/3bpn2/3pNb2/3P1B2/7P/PP1NPPP1/R2QKB1R b KQkq - 0 8|h2h3|h3|h7h6
rnbqr1k1/pppn1ppp/3b4/3pN3/3P1P2/2PB4/PP4PP/RNBQ1RK1 b - - 2 9|e1g1|O-O|f7f6
r1bqkb1r/pp3ppp/4p3/4P3/3pNPP1/3Pp3/PPP1Q1BP/R3K2R b KQkq - 1 12|f1g2|Bg2|c8d7
r2qk2r/pp3ppp/8/4p3/6Q1/1P1nPP2/P1P3KP/RN6 b kq - 0 17|g1g2|Kxg2|h7h5
2k4B/p2q4/1p4p1/2K4p/6n1/6P1/8/8 w - - 0 43|b7b6|b6+|c5c4
2r2rk1/p4ppp/1p6/3pq3/2p5/P1P1PP1P/1P3QP1/R3R1K1 w - - 0 24|e7e5|Qxe5|a1d1
r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5|e7e5|e5|d4b5
r1bqk2r/ppp2ppp/2pb1n2/4p3/4P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 3 6|f1e1|Re1|e8g8
r5k1/pb1n1pbp/1p4p1/4r3/2PRN3/5P2/PPP3PP/4R2K b - - 4 19|g1h1|Kh1|f7f5
r6r/pp1kb2p/8/8/3n1Q2/3PK2P/2q2PP1/4RB1R b - - 1 22|d2e3|Ke3|e7c5
r1bq1rk1/ppp1npp1/1bn4p/3Pp3/1PB5/2PPBN2/P4PPP/RN1Q1RK1 b - - 0 9|e4d5|exd5|e7d5
6k1/5pp1/3p1q1p/2rB4/p1P1P3/P1R1Q1PP/1r3P1K/8 w - - 3 38|b1b2|Rb2|h2g2
r1b1kbnr/ppppqppp/2n5/8/3pP3/2P5/PP2QPPP/RNB1KBNR w KQkq - 3 5|b8c6|Nc6|g1f3
r5k1/5pb1/6pp/2p1p3/3pP1Q1/3B2P1/qBP2P1P/4R1K1 b - - 0 32|c1b2|Bxb2|a2b2
r1b1kbnr/pppp1ppp/2n5/4P1B1/1q6/5N2/PPP1PPPP/RN1QKB1R w KQkq - 5 5|e7b4|Qb4+|g5d2
1r1q1r1k/4n1bp/2np1pp1/1P2p3/4P3/4QN2/1P1B1PPP/RN3RK1 b - - 0 18|a4b5|axb5|b8b5
6nr/pQ1bk3/2p3BP/3pP1P1/8/P1N5/1PP5/1K5R b - - 0 36|d4e5|dxe5|e7e6
r1b1k2r/pp1pppbp/1q2n1p1/1BP5/P7/1P3N2/5PPP/1R1Q1RK1 b kq - 0 15|c4c5|c5|b6c5
1n3rk1/3p1ppp/4p3/2P3P1/1p3B1P/1P3N2/2P2PK1/3R4 b - - 0 22|h1d1|Rxd1|d7d5
r2q1rk1/pb5p/1pn3p1/2p1pn2/P1P5/1Pb2NBP/2P1QPP1/1R1R2K1 b - - 1 16|f1d1|Rfd1|d8e7
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3|b1c3|Nc3|e7e5
r7/5p2/p1k1p1p1/R1Pp3p/1P1P4/2K2P2/6PP/8 w - - 0 31|h7h5|h5|b4b5
1k3r2/pp2p3/2pr3p/P1Nnb1p1/8/8/1PP2BPP/4RRK1 b - - 4 23|a1e1|Rae1|e5f6
rnbq1rk1/ppp3pp/5n2/3p1P2/3Q4/1B6/PPP2PPP/RNB2RK1 b - - 2 9|e1g1|O-O|b8c6
r1bq1rk1/ppp2pbp/2np1np1/4p2P/8/3PP1Q1/PPP1BPP1/RNB2KNR b - - 0 8|h4h5|h5|f6h5
r2q1rk1/pp3p1p/2pp1pb1/2b1p3/2B1P1PB/3P1Q1P/PPP2P2/R4RK1 w - - 2 14|e8g8|O-O|c2c3
r1b1kb1r/2N2ppp/1pq1p3/4QP2/8/8/PPP3PP/R4RK1 b kq - 1 19|d5c7|Nc7+|e8d8
r1b2rk1/ppppbppp/8/6B1/2Bp4/P6P/1PP2PP1/RN2R1K1 w - - 5 13|e8g8|O-O|e1e7
3r2k1/p5pn/5bn1/7p/4N2P/1P6/P1PNPP2/1R2K2R b K - 6 22|c3e4|Nce4|f6e7
r1bqkbnr/pppn1ppp/3p4/4p3/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4|e7e5|e5|d4e5
3r1rk1/1pq1bp1p/p1n1bn1p/3pp3/8/PB1P2NP/1PP2PP1/R1Q1K1NR w KQ - 0 16|g7h6|gxh6|c1h6
rnbqk2r/ppppbppp/5n2/4N3/4P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 0 4|f3e5|Nxe5|e8g8
2r2rk1/p2pbppp/1pn1pn2/2p3N1/2B2B2/2PP4/PP3PPP/RN2K2R b KQ - 3 13|h3g5|Ng5|c8d8
r1bqkbnr/pp1ppppp/2n5/2p5/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3|e2e3|e3|d7d6
rnbnkb1r/p1p1p2p/1p1qPpp1/3p4/3P4/2PB1N2/PP1NQPPP/R1B1R1K1 w kq - 7 13|c6d8|Nd8|c3c4
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3|g1f3|Nf3|g8f6
8/7K/8/8/2pr4/3k4/8/8 b - - 1 66|h8h7|Kh7|c4c3
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 3 5|b8c6|Nc6|e1g1
r2q1rk1/1b1pbppp/p4n2/1p2p1B1/3pP3/1B1P4/PPPNQPPP/R4RK1 b - - 4 12|b1d2|Nd2|d7d5
8/5k1p/1R6/1pr1pPn1/1P1pP1p1/3P2P1/P4RKP/8 b - - 0 34|b2b4|b4|c5c3
r2q1rk1/p1p2ppp/1p6/1Pnp4/P1QR4/4P2P/2P2PP1/R5K1 w - - 0 22|d6d5|d5|d4d5
r3k2r/pp2ppbp/1qn3p1/1Bp1P3/P2P2b1/2P2N2/3B1PPP/R2QK2R w KQkq - 7 12|a5b6|Qb6|h2h3
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/4P1P1/PP1P1PBP/RNBQK1NR b KQkq - 0 4|e2e3|e3|d7d5
r4rk1/pbp2ppp/2p5/3pPB2/8/6q1/PPP1Q1P1/RNB2RK1 w - - 2 15|c8b7|Bb7|c1f4
rn2kb1r/ppp1qpp1/3pbn1p/4p3/2BPP3/1Q3N2/PPP2PPP/RNB1K2R w KQkq - 1 7|c8e6|Be6|d4d5
7k/p4pp1/8/q2pQ3/2pPP3/2n2P2/Pr4PP/R4RK1 b - - 0 23|e3e4|e4|c3e2
r1b1kb1r/p2n1ppp/4p3/qp1pP3/N2B1P2/2P5/PP4PP/R2QKB1R w KQkq - 0 12|b7b5|b5|f1b5
r1b1kb1r/1ppp1ppp/p1nq1n2/4p1B1/4P3/1BPP1N2/PP3PPP/RN1QK2R b KQkq - 2 8|c4b3|Bb3|h7h6
rnbqkbnr/ppp2ppp/8/3pp3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3|f1c4|Bc4|d5c4
2kr3r/p1pqbpp1/1p2p3/n6p/8/2PPBN1P/PQP2PP1/R4RK1 b - - 3 14|b3b2|Qb2|f7f6
r4rk1/2p3pp/1p2qpn1/p1b1p3/P1NpP3/2PP2B1/1P3PPP/1R1Q1RK1 b - - 0 18|c2c3|c3|d4c3
r4rk1/p1p2ppp/8/1N1P4/4n3/8/PP3bPP/R1B1RK2 b - - 1 15|g1f1|Kf1|f2e1
2q2k1r/p1p1b1pp/1pQ5/3Rp3/8/6P1/PP3P2/6K1 b - - 1 28|d1d5|Rd5|e7d6
r5rk/1pp2p1p/1b1pqp2/4p3/1pN1P3/2PP1Q2/P4PPP/R4RK1 w - - 0 18|a5b4|axb4|c4b6
2kr3r/ppp3p1/2p1p3/7p/3qP1n1/2N1BQP1/PP3P1P/R4RK1 b - - 3 15|c1e3|Be3|d4b4
8/4k1p1/4p3/R2nP3/1p6/1P3K2/P2B3P/6r1 b - - 0 34|a6a5|Rxa5|g1d1
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3|d7d5|d5|e2e3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3|b8c6|Nc6|f1b5
2k5/1p6/8/PN2q2p/2Q2p2/8/1bP3P1/5K2 b - - 1 37|d3c4|Qc4+|c8b8
rnb2rk1/ppqp2pp/4p3/5p2/8/2PBB3/P4PPP/1R1QR1K1 b - - 3 16|f1e1|Re1|b8c6
r2q2k1/pp3pp1/2p3p1/3p3P/3Pr1P1/P1PQB3/1nP2P2/R2K3R w - - 3 20|c4b2|Nb2+|d1d2
rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3|g7g6|g6|b1c3
r1bqkb1r/p4ppp/1pn2n2/2p1p3/4P2P/2P2N2/PPQN1PP1/R1B1KB1R w KQkq - 0 9|e6e5|e5|f1c4
r2q1rk1/1p2ppbp/p1np1np1/8/2P3b1/P1N1PN2/1PQ1BPPP/R1B2RK1 b - - 0 11|a2a3|a3|a8c8
N5nr/pp1k4/2pP2p1/4np2/3q2p1/2N1b3/PPK1B1PP/1R3R2 w - - 1 24|b6d4|Qd4|b1d1
r2qkbnr/ppp1p1pp/2n2p2/3p3b/3P1BP1/4PN1P/PPP2P2/RN1QKB1R b KQkq - 0 6|g2g4|g4|h5g6
8/ppp1n3/4p2k/3pP3/3P2Kp/2PB2P1/PP6/8 w - - 0 28|g5h4|gxh4|g3h4
r4rk1/1pp2p1p/p4Q2/5q2/3P2b1/1B6/PP4PP/4R1K1 w - - 1 23|c8f5|Qf5|f6h4
r3rnk1/pp3pp1/1qp1b2p/4Nn2/6P1/2N4P/PPQ2P2/1BR1R1K1 b - - 0 20|g2g4|g4|f5d4
rnbqkbnr/pp2pppp/8/2pp4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3|c2c3|c3|g8f6
r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4|h7h6|h6|d2d4
rnbqkb1r/p1pppppp/8/8/2B1n3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4|d1f3|Qf3|e4d6
4k3/pppR1rpp/5p2/8/2P1bP2/6NP/PP4P1/3R2K1 b - - 2 23|e2g3|Ng3|e4f5
2kr3r/1pp1qp1p/3p2p1/Q2PN1b1/P7/8/1PPP1PPP/R1B2RK1 b - - 0 18|f3e5|Nxe5|e7e5
4r3/1K6/4n3/8/5k2/8/8/3q4 w - - 10 65|g4f4|Kf4|b7c6
8/8/1K1p2k1/2p5/4P3/n2PN3/8/8 w - - 2 48|h5g6|Kg6|b6c6
r2qk1r1/1p2bpB1/4b2p/1BPp4/1n6/4PN2/5PPP/R2QR1K1 b q - 2 17|e2b5|Bb5+|b4c6
8/3k4/8/8/3PQ1PP/4P3/5PK1/q7 b - - 2 53|g1g2|Kg2|a1a5
1k6/6R1/1K6/6p1/5nP1/6N1/8/8 b - - 19 61|a7g7|Rg7|f4d5
rn1q1rk1/pp2b1pp/5np1/2ppN1B1/3P2P1/7P/PPP2P2/RN1QR1K1 w - - 0 14|c7c5|c5|c2c3
2r5/2PR3p/6k1/1P4p1/5p2/5P2/5KPP/8 b - - 0 43|c6c7|c7|g6f6
rnbq1rk1/pppp1ppp/8/8/3PP3/8/PN3PPP/3QKB1R b K - 0 11|c4b2|Nxb2|f8e8
2k3nr/ppp1p2p/2n1b1p1/4P3/3r4/2N3B1/PPP1B2P/R1K4R w - - 2 17|g4d4|Rd4|c3b5
5rk1/pp3Npp/4pn2/3pN3/8/1P1Q2P1/4P2P/r4BK1 w - - 1 22|e8g8|O-O|f7g5
8/K4p2/2qk4/7p/7P/1b6/8/8 b - - 1 45|b7a7|Ka7|f7f5
r5k1/2Rb1p2/1p4pp/3PN3/1bB1N3/8/6PP/6K1 b - - 0 30|d6e4|Nxe4|d7f5
r3kb1r/2p1np2/2p1b1p1/p2pP3/B4PP1/N1P5/Pq3BR1/R1Q3K1 b q - 1 21|d1c1|Qc1|b2c1
rn6/pp1k2b1/3pnpp1/3N3b/3pP2P/P3BP2/1PPK2P1/R4BNR w - - 0 18|c5d4|cxd4|f1b5
r1bqkb1r/pp2ppp1/1np2n1p/6B1/3P4/1BN5/PPP2PPP/R2QK1NR w KQkq - 0 9|h7h6|h6|g5h4
1r4nr/3kn1bp/3pb1p1/4pp2/2P1P3/1P3P2/P2B2BP/RN2K1NR w KQ - 0 18|f7f5|f5|e4f5
4R3/pppk4/6p1/8/1Pb2P2/P6P/5K2/3q4 w - - 5 31|c8d7|Kd7|e8g8
rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3|b7b6|b6|g1f3
rn1qkbnr/pp4pp/2p1bp2/4p3/3pP3/5NN1/PPPPBPPP/R1BQK2R b KQkq - 1 7|b5e2|Be2|d8d7
rnbqk2r/pp2bpp1/4pn1p/3p4/3P3B/3B1N2/PPP2PPP/RN1Q1RK1 b kq - 1 8|g5h4|Bh4|b8d7
r2q1rk1/ppp2ppp/2n5/4pb2/1b6/2NP1N2/PPPB1PPP/R2QK2R w KQ - 3 10|e8g8|O-O|e1g1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4|g8f6|Nf6|c4f7
