2kr1bnr/1pp2pp1/p1p2qb1/4N1Pp/3PPP2/7P/PPP5/RNBQ1RK1 b - - 0 11|g4g5|g5|f6d6
8/8/8/5R2/2kn1PP1/2p5/1p3PK1/3B4 b - - 0 49|h3g4|hxg4|b2b1q
rnbqk1nr/pppp1pbp/4p1p1/8/4P3/6P1/PPPP1PBP/RNBQK1NR w KQkq - 0 4|e7e6|e6|g1e2
8/4n1pk/7p/p6P/1q3P1K/6P1/8/8 b - - 2 41|g4h4|Kh4|a5a4
r4rk1/2p1q1p1/p2bpn1p/1p3b2/8/1BNP1N1P/PPP1QPP1/R4RK1 b - - 2 14|e1g1|O-O|h6h5
rnb1k1nr/pppp1ppp/5q2/2b1p3/2P1P3/3P4/PP3PPP/RNBQKBNR w KQkq - 1 4|f8c5|Bc5|b1c3
r2q1bnr/pp1n2p1/2ppk2p/8/4PPQ1/8/PPP3PP/RNB1K2R b KQ - 2 11|d1g4|Qg4+|e6f7
r1bqk2r/pp1nbppp/2pp1n2/4p3/2BPP3/P1P2N2/1P3PPP/RNBQ1RK1 b kq - 0 7|a2a3|a3|e8g8
r1bqk1nr/pp1nppb1/2pp3p/6p1/3PP3/2NBBN2/PPP2PPP/R2QK2R w KQkq - 2 7|f8g7|Bg7|d1d2
6k1/4N3/4K1p1/1p3p2/3P2P1/r6r/5P2/2R5 b - - 1 35|c6e7|Ne7+|g8g7
r3k2r/2q1bpp1/pp1ppn1p/2n4P/2P5/PP2PN2/1B1N1PP1/R2QK2R w KQkq - 2 17|e4c5|Nc5|e1e2
1n1r1rk1/1pq1npbp/p3p1p1/2Np2B1/PP1P4/2P2B2/2Q2PPP/R3R1K1 w - - 3 17|c6b8|Nb8|b4b5
rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4|c7c6|c6|e4e5
2r5/k1r2P2/p2Q4/1p2p1N1/3p3P/3P4/PP6/1K3R2 b - - 2 39|b4d6|Qd6|c7f7
r1bqk2r/ppp1b1pp/1n1p1n2/3Ppp2/2P5/2NBP2P/PP2NPP1/R1BQK2R b KQkq - 4 8|g1e2|Nge2|e5e4
r1bqkb1r/1pp2ppp/p1p2n2/4N3/4P3/8/PPPP1PPP/RNBQK2R w KQkq - 1 6|g8f6|Nf6|d2d3
3rk2r/2p3pp/p4p2/1pbN4/4Pp2/1B3P1b/PPP2R1P/R5K1 w k - 2 18|f8c5|Bc5|d5c7
rnbqkbnr/pp2pppp/2p5/6N1/3Pp3/8/PPP2PPP/RNBQKB1R b KQkq - 1 4|f3g5|Ng5|h7h6
rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2|b1c3|Nc3|d7d5
r4rk1/1pp1qpp1/p1pb1n1p/4p1Bb/4P3/P1NP1N1P/1PP2PP1/R2QR1K1 w - - 0 12|h7h6|h6|g5h4
2rr2k1/5p1p/p5p1/1pp5/8/1PR4P/P1Qq1PP1/2R3K1 b - - 0 24|h2h3|h3|c8c6
r1b2rk1/ppppqppp/1bn5/1B1Q2N1/4P3/2N5/P4PPP/R4RK1 b - - 0 13|b1c3|Nxc3|c6d4
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4|g8f6|Nf6|f3g5
rnbqkbnr/pp2pppp/8/2pp4/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3|d2d4|d4|d5e4
r1b2rk1/1pp4p/4p1p1/p4p2/2PP1P2/P7/4B1PP/3R1RK1 b - - 1 17|e1g1|O-O|c8d7
rnb1kbnr/pp3ppp/2p3q1/4p1B1/4P3/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 1 7|d1d2|Qd2|h7h6
r1b2rk1/pp3pp1/4pb1p/q1P5/8/2PB1N2/PPQ2PPP/R3K2R w KQ - 0 13|h7h6|h6|b2b4
r3k1nr/p1ppqpp1/b6p/1P2P3/N1P1P3/P7/1B3PPP/R2QK2R b KQkq - 0 15|b4b5|b5|a6b7
2k2b1r/ppp4p/5p2/4p1p1/4P2B/2PrnN1P/PP4PK/R7 w - - 0 20|g7g5|g5|h4f2
rn1q1rk1/pp3ppp/2pb1n2/3ppb2/8/1PN1PNP1/PBPP1PBP/R2QK2R w KQ - 3 8|c8f5|Bf5|c3e2
2kr3r/1bpn4/1p1ppq1p/p4pp1/P1PP4/2PBP1B1/3Q1PPP/R4RK1 w - - 0 17|a7a5|a5|f1b1
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2|g1f3|Nf3|b8c6
8/ppR1k3/4b3/8/4P1p1/3P1P2/P3q3/3R2K1 b - - 0 30|c1c7|Rxc7+|e7d6
5k2/R4R2/B1p1p2p/4P3/2P5/5r2/PP5P/2K5 b - - 0 33|d7f7|Rxf7+|f3f7
r1b1kb1r/pp3p1p/1qn1p2p/2ppP3/3P4/N1P2N2/PP3PPP/R2QKB1R w KQkq - 0 8|g7h6|gxh6|a1b1
3r3r/4n1pp/k4p2/PN6/2Bp4/5P1P/5PP1/R5K1 b - - 2 23|b3c4|Bc4|a6b7
rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4|d5a5|Qa5|d2d4
8/8/2p3kP/2P5/3PpK2/1p2N3/1Pb5/8 w - - 1 57|g7g6|Kg6|f4e5
2r1r1k1/5p2/p1pppn2/8/1PPP1R1P/P5P1/5P2/2R3K1 b - - 2 27|e4f4|Rf4|g8g7
6n1/ppp2k2/3q4/3p4/2PP1p2/4rP2/P1P1P3/2K1RBR1 w - - 0 27|f6g8|Nxg8|c4c5
r1b1kbnr/2qn1p2/pp1p3p/2pPp1p1/P1P1P3/2NBB3/1P2NPPP/R2Q1RK1 w kq - 0 11|g7g5|g5|e2g3
r6r/pp1kb3/2np1p2/3q4/3P1Q1P/1P2B3/P3KP2/6RR b - - 0 20|b2b3|b3|a8g8
r1b1kb1r/p4pp1/2p2n1p/n7/B2qp3/2P5/PP1P1PPP/RNBQK2R b KQkq - 0 11|c2c3|c3|d4d6
1k1r4/pbppnq2/1p2p3/8/3P2QP/2P5/PP3PP1/2KR3R w - - 1 21|c6e7|Ne7|h4h5
rr4k1/5p2/6p1/3p1nNp/8/3P4/p1P2P1P/K3R1R1 w - - 0 30|a3a2|a2|e1e5
8/3r1p2/1Pk1p2p/2P3p1/8/4KPP1/8/1R6 b - - 0 43|f2f3|f3|f7f5
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2|d2d4|d4|d7d5
r2qkb1r/pp3ppp/2n2n2/3pp3/6b1/2NP1NP1/PPP2PBP/R1BQK2R w KQkq - 3 8|c8g4|Bg4|e1g1
r1b4r/ppp2k1p/2n1pp2/3P1pq1/1b2pN2/2N5/PPPQ1PPP/2KR1B1R b - - 0 12|d4d5|d5|c6e5
rn1qkbnr/pbpppp1p/1p4p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4|g7g6|g6|g1f3
r2b1rk1/pp3p1p/3pb1pP/4p3/4P3/2BP1N2/qP2QPP1/2KR3R w - - 2 20|c8e6|Be6|c1d2
q4b1r/4kppp/p3pn2/3p1b2/3P4/2N5/PPP2PPP/R1BQ1RK1 w - - 2 12|g8f6|Nf6|c1g5
r4rk1/ppp1n1pq/1bn1b2p/5p2/4N3/1P2P1P1/PBPQ2BP/R4RK1 w - - 0 16|c8e6|Bxe6|e4f2
r1bq1r1k/ppppnp2/4p2p/5p2/1bPP4/2NBPN1P/PP3PP1/R2Q1RK1 w - - 0 12|f6f5|f5|f3e5
r3k1nr/pp3pp1/n2Np3/3pP1qp/3N4/3Q4/PPP2PP1/R3K2R b KQkq - 3 13|b5d6|Nd6+|e8d7
r2q1rk1/pb1n1pbp/1p2p1p1/3nP1B1/1P1P4/2PB1N2/6PP/RN2QRK1 b - - 1 14|c1g5|Bg5|d8c7
r4rk1/p4ppp/2p5/1p2q3/8/PQ1BP3/5PPP/R4RK1 w - - 0 19|b7b5|b5|f1c1
rn2kbnr/ppp1pppp/8/4qb2/3P4/2N2P2/PPP1N1PP/R1BQKB1R b KQkq - 0 6|d2d4|d4|e5d6
rnbqkb1r/pp3ppp/4pn2/3p4/3P1P2/5N2/PPP3PP/RNBQKB1R w KQkq - 0 6|e7e6|e6|c2c3
rnbqk2r/ppp1npbp/3pp1p1/4P3/3P1P2/5N2/PPP3PP/RNBQKB1R w KQkq - 0 6|d7d6|d6|c2c4
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3|e4e5|e5|c7c5
r1bq1rk1/6pp/2p2b2/p1Pp4/P3pN2/4P3/3K2PP/1RB1QB1n b - - 1 20|e2f4|Nf4|f6e5
2kr2nr/pp3ppp/n7/4p3/4P3/1P6/1P1bNPPP/R3KB1R w KQ - 0 13|b4d2|Bxd2+|e1d1
1q3rk1/1p3pbp/3pp1p1/3Q4/5B2/4PN2/3N1PPP/2R3K1 w - - 0 27|e7e6|e6|d5d6
r3r1k1/2q2pp1/p1Np1n1p/bp1P4/2p1P2Q/7P/PP3PP1/1BRR2K1 w - - 3 23|e7c7|Qc7|d1e1
2rr2k1/1p3ppp/p3p3/4b3/8/3PBP1P/PP3P2/2RR2K1 w - - 1 26|d6e5|Be5|d3d4
3rr1k1/ppp2pp1/8/3PNb2/4nP2/6P1/P2R4/3R2K1 w - - 3 25|c3e4|Ne4|d2g2
8/2R2pp1/4r1k1/2K1P2p/8/2B3P1/1P5P/8 w - - 1 43|b6e6|Re6|c7c6
r1b1qrk1/pppp1ppp/2n5/2bnp1B1/2P1P3/3P1N2/PP3PPP/R2QKB1R w KQ - 0 8|f6d5|Nxd5|c4d5
r2q1rk1/ppp1bppp/2np1n2/1B6/3pPBb1/1N3N2/PPPQ1PPP/R3R1K1 b - - 9 10|d1d2|Qd2|g4f3
r4rk1/1b2q1p1/p1p1p2p/1pPp1p2/PP2B3/2P1P2P/1BQ2PP1/R3R1K1 b - - 0 24|d3e4|Bxe4|f5e4
r1bq1rk1/p3bppp/1pn2n2/2pp4/3P1B2/2NBPN2/PP3PPP/R2Q1RK1 w - - 0 10|b7b6|b6|d4c5
4r2k/p3rppp/2p5/1p6/4p3/P3RP1P/6P1/4R1K1 b - - 0 26|f2f3|f3|f7f5
6k1/ppp2ppp/2n5/3p2N1/1P5P/PrP3P1/5PK1/8 w - - 1 23|b1b3|Rb3|b4b5
8/pkp5/1p4p1/5p1p/5qP1/7P/P1P2p1K/5R2 w - - 1 30|d4f4|Qf4+|h2g2
rnbq1rk1/pp2bppp/2p2n2/3p4/3P4/5N2/PPP1BPPP/RNBQR1K1 w - - 4 8|e8g8|O-O|c2c4
8/6pk/1q1p1p1p/p3pP2/1p1pP3/PP1P2P1/1P1Q2KP/8 w - - 0 29|b5b4|b4|a3a4
rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4|d5d8|Qd8|d2d4
rnbqkb1r/ppp3pp/3pppn1/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQkq - 2 6|f1e2|Be2|f8e7
2r2r1k/p4ppp/3pqn2/1pp2N2/2b1PB2/2P1Q1R1/P4PPP/4R1K1 b - - 3 24|d1e1|Re1|f8g8
r2k2B1/ppp1p3/6N1/8/3nb3/8/PP1P1P1P/2BK2R1 w - - 4 19|c2d4|Nd4|g8c4
7r/k3qp1p/p1b1p3/PpNpPn2/3P2p1/5NP1/B4P1P/2Q2RK1 w - - 0 25|g5g4|g4|c5a6
rnbqk1nr/ppp1ppbp/3p2p1/8/2P3P1/2N4P/PP1PPP2/R1BQKBNR b KQkq - 0 4|h2h3|h3|g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N2Q2/PPP2PPP/R1B1KBNR b KQkq - 3 4|d1f3|Qf3|d5e4
r1Bq1rk1/ppp1b1pp/5n2/3p4/3p4/4P2Q/PPP3PP/RNB2RK1 b - - 0 13|f5c8|Bxc8|d8c8
r2q1rk1/ppp2ppp/8/b2n4/3PN3/2P5/PP2QBPP/4RRK1 w - - 1 19|b4a5|Ba5|b2b4
6k1/pp6/2p4p/3p1Q2/4p3/P3P3/1PPK1PP1/q7 w - - 0 32|g7h6|gxh6|f5g6
8/p7/5kP1/2p2p2/2Pp1P2/3K4/Pr6/6R1 b - - 2 32|a1g1|Rg1|f6g7
r4rk1/p3b1pp/2pq1p2/4p3/3pQ3/1P1P3P/PBP2PP1/4RRK1 w - - 0 16|f7f6|f6|f2f4
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4|d7d5|d5|e4d5
rnbqkbnr/ppp1pppp/8/3p4/1P6/8/PBPPPPPP/RN1QKBNR b KQkq - 1 2|c1b2|Bb2|g8f6
6k1/p4pp1/8/3p2Pp/3P3P/P3PK2/1r6/8 b - - 0 32|g3f3|Kxf3|b2b3
1r1r2k1/1p1PBpbp/1N2b3/pn5p/3p4/1P6/P4PPP/2R2RK1 b - - 1 23|a3e7|Be7|d8d7
rn2k2r/pp3ppp/2p5/3p4/6nb/4N2N/PPPP1PPP/R1B1K2R b KQkq - 3 11|d1e3|Ne3|h4f2
r7/p6k/1bppb2p/4p2q/1P2Pr1p/P7/2PQNP1P/R5RK b - - 1 22|c3e2|Ne2|f4f2
r1b2rk1/5ppp/p3p3/1p2q3/1Q1RN3/8/PP2BPPP/5RK1 b - - 1 17|a4b4|Qb4|c8b7
r1b1kb1r/1p3ppp/2p5/p7/8/P2QBB2/1q3PPP/R3K2R w KQkq - 0 15|e5b2|Qxb2|d3e4
rnbqk2r/ppp1ppbp/5np1/3p4/3P1P2/3BPN2/PPP3PP/RNBQK2R b KQkq - 1 5|f1d3|Bd3|f6e4
7r/3b1pp1/4k3/4B2p/2q5/8/P1PP1PPP/4RRK1 w - - 1 25|f6e6|Ke6|e5g7
r6r/2p1pkb1/p5p1/3qp1p1/N4n2/p4P1P/1PP3K1/3R1R2 w - - 2 24|h5f4|Nf4+|g2g3
3rr1k1/1pp3bp/p2pq1p1/3Qp3/1PP1P3/P3B1P1/5P1P/3R1RK1 b - - 5 24|d3d5|Qd5|e6d5
2kr1bnr/1pp2pp1/p3p1bp/3pP3/3P1BPq/P1N2P1P/1PnQK3/2R2BNR b - - 1 13|e1c1|Rc1|g6h7
r4rk1/1p3ppp/p1q1p1b1/3pP3/P5P1/1Pb2N1P/2PQ1P2/R4RK1 w - - 0 17|b4c3|Bxc3|d2c3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3|b8c6|Nc6|f1c4
r1bq1rk1/ppp1bp1p/6p1/3p4/5P2/2BBP3/2P3PP/1R1Q1RK1 w - - 2 15|a3e7|Be7|f4f5
r1b3k1/pp1rp1b1/2n4p/8/5ppP/5N2/P1P1BPPB/1R3RK1 w - - 0 21|g5g4|g4|f3e1
r2q1rk1/1b2bppp/p1n1p3/1p2N3/3P4/2P3B1/P1Q1BPPP/R4RK1 b - - 3 16|f3e5|Ne5|c6e5
1rb4k/pp2n1pp/3b1p2/2p5/3pP3/6P1/PP1B1PBP/2R2RK1 w - - 1 20|a8b8|Rb8|f2f4
rn2kb1r/1Q2p1pp/p4n2/q5N1/8/2N5/PP1P1PPP/R1B1K2R b KQ - 0 12|f3b7|Qxb7|a5g5
rn1qk2r/pp2bppp/4pn2/3p2B1/3P4/2N2Q1P/PPP2PP1/R3KB1R w KQkq - 2 9|f8e7|Be7|f1b5
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4|c5d4|cxd4|f3d4
r6r/p1p2kp1/2p1bn2/4p2p/2pbP3/2NPB2P/PPP2PP1/R3QRK1 w - - 1 14|g4e6|Be6|a1d1
r1bQ2k1/p5p1/2N5/4p2r/6p1/8/PPP1KPq1/R3R3 b - - 2 23|d6d8|Qd8+|g8h7
r1bqk2r/pp1pbppp/2n1p1n1/2p5/4P3/2PPBN2/PP2BPPP/RN1QK2R w KQkq - 3 7|f8e7|Be7|e1g1
5r2/p5kp/6p1/2Rpq3/1P2p3/P3PbRP/5P1K/6Q1 w - - 2 28|g8g7|Kg7|c5c1
6k1/6pp/p3pb2/1p1b1p2/1P1P1P2/P2BB1q1/2KQ4/8 b - - 3 46|d1c2|Kc2|h7h5
r2k1b1r/ppp1p2p/2n1bq1p/1N2N3/2BP2P1/7P/PPPQ1P2/R3K2R w KQ - 5 16|c8e6|Be6|c4e6
2r2rk1/pp3p1p/5Qp1/3pp3/2q4P/P1N3P1/nP3P2/3RK2R b - - 1 27|e2e1|Ke1|a2c3
1k1qr3/pp5p/2p1p2b/8/3P2Q1/3P2P1/PP1N3P/1K3R2 w - - 2 27|f6d8|Qd8|d2c4
r1b2k1r/pp4pq/2nN4/2P5/2P4b/5P2/PP2P2p/R1BQ1KRB w - - 3 22|e8f8|Kf8|g1g4
8/1pk3pp/2n2p2/2R5/2R3P1/8/2K5/3r1r2 b - - 7 49|d3c2|Kc2|d1c1
8/5qk1/1p1B3p/p6n/1PP1P1p1/P2P1rPb/4Q2P/1R3RK1 w - - 3 30|b7f7|Qf7|f1f3
r1bqkb1r/p4ppp/2p2n2/4p1N1/8/8/PPPP1PPP/RNBQ1RK1 b kq - 1 9|e1g1|O-O|f8e7
4r1k1/1bp2pp1/ppnpr2p/3P1N2/P3B3/2P2P2/6PP/1R2R1K1 b - - 0 25|d4d5|d5|e6e5
r4r1k/ppN3pp/2qpQ3/4p3/P2pP3/1P1P4/3N1PPP/R3K2R b KQ - 0 20|d5c7|Nxc7|c6c7
8/8/2k5/8/3Kp3/1R3b2/8/8 w - - 12 48|b6c6|Kc6|d4c4
rnbqkbnr/pp2pppp/8/3p4/8/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 4|c6d5|cxd5|d2d4
2r1nrk1/1bq2pbp/pp2p1p1/3pP1PP/3B1P2/2NB4/PPPQ4/2KR3R w - - 0 18|a7a6|a6|d2h2
r2q1rk1/2p1bppp/b2p1n2/p1p5/3P1PP1/3Q1N1P/PP6/RNB2RK1 w - - 1 14|c8a6|Ba6|d3f5
rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 5|f1g2|Bg2|c7c5
r3kb1r/pp2nppp/3p1q2/2p1n3/4PB2/2NP1BP1/PPP4P/R2QK2R b KQkq - 0 10|e2f3|Bxf3|e7c6
r1b1k2r/pp1Nbppp/2p1p3/8/Q1PP4/4B3/PP2BP1q/2KR1R2 b kq - 0 14|e5d7|Nxd7|c8d7
4k2r/1q2p1bp/p2ppnp1/Q1p5/2N1P1P1/4BP2/1PP4P/2KR3R b k - 3 22|a3a5|Qa5|e8g8
2r2rk1/5pqp/4p1p1/p2n2B1/1PpPQ1P1/5N1P/6K1/2RR4 b - - 0 31|c3b4|cxb4|a5b4
r1b1kb1r/pp3ppp/2n1p3/q2p4/3Pn2B/2N2N2/PP2PPPP/2RQKB1R w Kkq - 0 9|e7e6|e6|f3d2
1k4rr/bppqnp2/p1p1b3/P5Pp/1P1PP3/N1P3P1/5PB1/R1BQ1RK1 b - - 0 16|e3e4|e4|h5h4
r1b3rk/p2R2bp/2p1Q3/5p2/4p3/2N4P/PnP2PP1/4R1K1 w - - 6 27|b7c8|Bc8|e6f5
r3k2r/pppqn1pp/2nbb3/3p2P1/1P2Pp1P/2PB1P2/P3NB2/RN1QK2R b KQkq - 0 15|e3e4|e4|d5e4
rnbqk2r/pp2bppp/3ppn2/2p5/2B1P3/5NQ1/PPPP1PPP/RNB1K2R b KQkq - 5 6|h4g3|Qg3|e8g8
r2q1rk1/pp1n1ppp/3p4/5Q2/2BP2n1/2N5/PPP3PP/R4RK1 b - - 1 14|d3f5|Qf5|g4f6
r2qkbnr/pp3ppp/2np4/4p3/4P1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 7|c8g4|Bg4|f1e2
rn1qkbnr/pp1Bpppp/3p4/2p5/4P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 0 4|b5d7|Bxd7+|b8d7
4q1k1/p4pp1/r6p/2p3n1/2Pp1BP1/P2P1P1P/3QPRK1/8 w - - 2 30|e6a6|Ra6|f4g5
r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5|g8f6|Nf6|h2h3
r3r1k1/pp3p1p/2p3p1/5b2/4nP2/1P2P2P/P1B3P1/R3R1K1 b - - 0 22|h2h3|h3|a8d8
2kr3r/1ppq1ppp/p1n1pn2/1N6/2BP4/P3PQP1/1P3PP1/R3K2R w KQ - 0 16|a7a6|a6|b5c3
rnbqkbnr/pp2pppp/8/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4|c6c5|c5|c2c3
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3|b8c6|Nc6|f1b5
2kr3r/pp1q1p2/2p3p1/4p3/1PPb2Q1/P2B2Pp/4RP1K/3R4 w - - 2 29|c7d7|Qd7|g4d7
8/5pkp/p7/8/2pB4/8/P3KP1P/8 b - - 0 37|b6d4|Bxd4+|g7g6
r4rk1/5pp1/p3bq1p/1p6/4Q3/1P6/1PP3PP/R3R1K1 w - - 1 23|e7f6|Qf6|e1f1
2kr4/ppqn3r/2p5/3b1p2/8/1PBB1Nb1/P1PPQ2P/R4RK1 w - - 2 20|e6d5|Bd5|h2g3
r1bq1rk1/p3npbp/6p1/8/4p3/P1NB3P/1PPB2P1/R2Q1RK1 w - - 0 15|d5e4|dxe4|d3e4
r3k2r/1p1qnb1p/p2n2pP/P2p1p2/1PpPpP2/2P1P3/1B1N1PB1/R2QK2R w KQkq - 0 20|g7g6|g6|d2b1
r2q1rk1/pp3pbp/2n3p1/3pP3/1P1P2b1/4BN2/5PPP/RN1Q1RK1 b - - 1 13|c1e3|Be3|c6b4
3r1rk1/pp3ppp/1bn5/7q/3PP1b1/2PBBNQ1/PP4PP/R4RK1 b - - 2 16|d6g3|Qg3|g4f3
2q5/Qp4k1/p3p3/2Pr1p1R/1B1Pp1p1/P3P1Pn/5PK1/8 b - - 15 37|c3b4|Bb4|d5d7
rnbqk2r/pppp1pp1/5n1p/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 1 5|e1g1|O-O|d7d6
r4rk1/2qnbppp/pp1pp3/8/P3bB2/2P2N2/B4PPP/R2Q1RK1 w - - 0 16|b7e4|Bxe4|f1e1
r1bqkb1r/pp3ppp/2n2n2/3pp3/8/1B1P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 7|d2d3|d3|f8d6
rnbqk2r/pp3ppp/2pb1p2/8/3P4/4BN2/PPP2PPP/R2QKB1R b KQkq - 3 7|g1f3|Nf3|c8g4
r2q1r1k/1Q1bb1p1/p2p3p/4pp2/2B5/2P2N2/P4PPP/R1B2RK1 w - - 2 18|g8h8|Kh8|c4d5
r5k1/2pq1p1p/4rQ2/8/p1pP4/P1P4P/5PP1/R2R2K1 w - - 1 23|e8e6|Re6|f6f3
r1b2rk1/1p2bppp/pqn1p3/3pP3/3P4/2N1BN2/PP3PPP/1R1Q1RK1 w - - 0 13|a7a6|a6|a2a3
rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2|f2f4|f4|b8c6
r1b2k1r/1pp1Rp1p/p2P2pn/3P4/2B3q1/1Q6/PPPN2PP/5RK1 w - - 0 18|g8h6|Nxh6|d6c7
r2qkb1r/ppp2ppp/2n1pn2/3p4/5Pb1/3PPN2/PPP1B1PP/RNBQ1RK1 b kq - 0 6|d2d3|d3|f8d6
q2k2nr/pp2pp1p/6pb/3P1b2/5Q2/2P2N2/4BPPP/R4RK1 w - - 2 19|f8h6|Bh6|f4e5
6k1/5pp1/1qP1p2p/3p4/4nP2/B3PQ1P/6PK/8 w - - 1 28|b1b6|Qb6|f4f5
8/3k1ppp/3Pp3/p7/5P2/B2K2PP/P5B1/8 b - - 1 35|e2d3|Kd3|a5a4
rnb1kb1r/ppp1pppp/8/8/4P3/3BBN2/PPP1K1PP/RN5n b kq - 1 8|c1e3|Be3|g7g5
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4|b8c6|Nc6|g1f3
r1bqkb1r/pp3ppp/2n1pn2/2p5/2B1PP2/2NP4/PP4PP/R1BQK1NR w KQkq - 1 7|b8c6|Nc6|g1f3
1r6/3R4/5p1k/3B2pp/1pP5/1Pb1P1P1/5PP1/6K1 w - - 2 31|g7h6|Kh6|d5e4
rnbqk2r/ppp2p1p/3ppbp1/8/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 7|g1f3|Nf3|e8g8
rnbq1rk1/ppp2pbp/3p1np1/8/2P1p3/2NB1P2/PP2N1PP/R1BQK2R w KQ - 0 9|d5e4|dxe4|c3e4
5rk1/pp4pp/2p1N2q/4Rp2/3B4/1P4P1/P5K1/3R4 b - - 8 36|h3g2|Kg2|h6g5
r1q2rk1/1Bpn1ppn/1p1pp2p/p7/P1PP4/2P1P2P/2Q2PPN/R1B2RK1 b - - 0 14|f3b7|Bxb7|c8b7
r2q1r1k/1b5p/p2p2p1/1pp1pn2/5nN1/P1NP3P/1PPQ1PP1/R2B1RK1 w - - 2 19|h5f4|Nf4|f2f3
r6r/2p3k1/2Rb4/pp1Pp1pp/4Pp2/P4P2/1P1NB1K1/7R b - - 1 30|d1e2|Be2|b5b4
r1b1qrk1/1pp3pp/2np1n2/p1b1pp2/2P5/P1NPP1P1/1P2NPBP/R1BQ1RK1 w - - 5 10|d8e8|Qe8|c3d5
r2qk2r/1bp1n1b1/pp2p1pp/4np2/2PP1P2/2N1B2P/PP1QB1P1/R4RK1 w kq - 0 14|d7e5|Nxe5|f4e5
r3k2r/1p1q1pp1/p1nb1n1p/4pP2/3p3B/P7/1PP1BPPP/RN1Q1RK1 w kq - 2 14|d8d7|Qd7|h4f6
3r1rk1/2p2ppp/4b3/pQ2q3/4P3/P4P2/4B1PP/R3R1K1 b - - 1 20|b7b5|Qb5|e5e4
r1r3k1/1b1n1ppp/p3p3/1p1pP3/3B1P2/2PB4/PP3RPP/5RK1 b - - 4 18|b1f1|Rbf1|g7g6
3r2k1/1p3ppp/4p3/P3P3/4PB2/b2R4/6PP/5RK1 b - - 0 25|g3d3|Rxd3|d8d3
r3qrk1/p1p1bppp/2p2n2/4Q1B1/8/2N2P2/PPP2P1P/2KR3R w - - 1 13|d8e8|Qe8|e5c7
rn3rk1/pp3pb1/2p1p1pn/3pP2p/2PP1PPq/2NB1Q1P/PP2K3/R1B4R b - - 2 12|e1e2|Ke2|h5g4
r4rk1/ppp1qpp1/1b1p3p/3npN2/2P5/1P1PB2P/1P3PP1/R2Q1RK1 b - - 1 15|h4f5|Nf5|e7f6
r1bqkbnr/pp2pppp/2np4/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5|c5d4|cxd4|f3d4
8/1r6/2K2R2/3P2Bk/7P/8/8/8 b - - 10 72|d7c6|Kc6|b7b1
2rqkb1r/pp1b1ppp/4pn2/8/3P4/2PQPN2/P4PPP/RNB2RK1 b k - 0 12|d1d3|Qxd3|d8a5
r2qk1nr/ppp2ppp/2nbp3/8/3P1B2/2N2Q2/PPP2PPP/2KR1B1R w kq - 4 9|f8d6|Bd6|c3b5
